r1_10_1_100_norm60-20_10

VEHICLE
NUMBER	CAPACITY	WORLD_RECORD
250	200	250


CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

0	250	250	0	0	1925	0
1	171	34	21	1412	1500	10
2	67	190	25	1644	1722	10
3	80	400	10	705	807	10
4	439	237	11	780	832	10
5	377	385	6	1238	1281	10
6	449	428	25	454	525	10
7	342	481	18	679	742	10
8	466	149	16	286	315	10
9	83	290	14	1171	1238	10
10	251	63	14	1398	1442	10
11	328	491	21	477	552	10
12	260	472	33	417	462	10
13	290	145	5	1473	1533	10
14	266	221	9	1278	1351	10
15	164	320	12	543	633	10
16	52	412	22	1526	1611	10
17	485	104	21	1296	1349	10
18	144	331	13	846	893	10
19	387	394	8	1671	1710	10
20	472	57	17	1255	1324	10
21	343	276	15	1252	1331	10
22	104	349	20	1572	1632	10
23	28	467	34	1514	1587	10
24	91	427	14	1151	1202	10
25	429	476	23	683	750	10
26	210	276	5	500	574	10
27	58	39	12	1517	1573	10
28	273	300	30	1729	1791	10
29	41	232	16	238	265	10
30	25	53	23	1449	1508	10
31	52	18	28	718	784	10
32	27	444	22	1072	1133	10
33	178	72	23	250	347	10
34	406	460	2	292	387	10
35	250	328	24	237	287	10
36	492	34	5	915	966	10
37	412	100	1	489	563	10
38	233	87	18	466	513	10
39	60	5	18	310	377	10
40	406	408	15	1329	1360	10
41	245	42	24	659	712	10
42	166	345	14	856	924	10
43	440	294	16	669	760	10
44	370	382	11	1600	1665	10
45	32	319	21	1210	1311	10
46	480	136	22	256	329	10
47	371	163	21	1017	1107	10
48	0	188	26	1300	1380	10
49	438	5	18	1072	1125	10
50	132	477	25	474	537	10
51	203	211	20	271	338	10
52	2	264	40	1441	1496	10
53	231	167	15	562	663	10
54	423	221	9	951	1004	10
55	459	53	20	1513	1547	10
56	386	154	31	1139	1203	10
57	130	494	6	735	800	10
58	31	175	24	1010	1070	10
59	69	423	32	455	508	10
60	352	241	5	916	965	10
61	261	201	15	1235	1313	10
62	59	276	11	1346	1418	10
63	146	188	6	821	861	10
64	451	62	5	1552	1610	10
65	299	285	3	1069	1143	10
66	142	372	18	437	488	10
67	440	201	29	387	437	10
68	219	210	14	1426	1491	10
69	64	198	10	800	856	10
70	390	249	21	1438	1485	10
71	9	101	16	955	1007	10
72	424	288	13	948	1011	10
73	77	372	19	252	288	10
74	298	264	36	476	551	10
75	405	454	11	681	747	10
76	407	35	11	1386	1463	10
77	225	369	38	462	501	10
78	347	459	25	445	492	10
79	117	178	28	1615	1659	10
80	132	479	11	1517	1582	10
