r1_10_1_100_norm60-20_6

VEHICLE
NUMBER	CAPACITY	WORLD_RECORD
250	200	250


CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

0	250	250	0	0	1925	0
1	171	34	21	361	465	10
2	67	190	25	1500	1551	10
3	80	400	10	1627	1688	10
4	439	237	11	265	316	10
5	377	385	6	506	571	10
6	449	428	25	1280	1353	10
7	342	481	18	850	906	10
8	466	149	16	984	1049	10
9	83	290	14	1025	1110	10
10	251	63	14	1335	1390	10
11	328	491	21	1431	1451	10
12	260	472	33	222	291	10
13	290	145	5	483	555	10
14	266	221	9	947	976	10
15	164	320	12	727	804	10
16	52	412	22	387	452	10
17	485	104	21	710	741	10
18	144	331	13	1211	1308	10
19	387	394	8	1351	1408	10
20	472	57	17	1069	1097	10
21	343	276	15	709	769	10
22	104	349	20	1276	1340	10
23	28	467	34	1553	1579	10
24	91	427	14	1328	1400	10
25	429	476	23	908	994	10
26	210	276	5	1323	1391	10
27	58	39	12	1375	1429	10
28	273	300	30	861	902	10
29	41	232	16	1393	1420	10
30	25	53	23	427	479	10
31	52	18	28	563	604	10
32	27	444	22	1547	1603	10
33	178	72	23	1536	1597	10
34	406	460	2	1399	1468	10
35	250	328	24	1378	1437	10
36	492	34	5	1251	1334	10
37	412	100	1	519	569	10
38	233	87	18	1541	1612	10
39	60	5	18	1323	1351	10
40	406	408	15	1561	1602	10
41	245	42	24	960	1015	10
42	166	345	14	1293	1352	10
43	440	294	16	1168	1252	10
44	370	382	11	1046	1093	10
45	32	319	21	942	985	10
46	480	136	22	372	438	10
47	371	163	21	185	268	10
48	0	188	26	558	620	10
49	438	5	18	1181	1236	10
50	132	477	25	969	1025	10
51	203	211	20	1458	1518	10
52	2	264	40	481	583	10
53	231	167	15	1381	1424	10
54	423	221	9	1078	1142	10
55	459	53	20	1247	1317	10
56	386	154	31	324	357	10
57	130	494	6	1064	1116	10
58	31	175	24	1548	1623	10
59	69	423	32	957	997	10
60	352	241	5	1616	1664	10
61	261	201	15	707	764	10
62	59	276	11	1109	1169	10
63	146	188	6	756	868	10
64	451	62	5	677	713	10
65	299	285	3	885	929	10
66	142	372	18	162	214	10
67	440	201	29	525	592	10
68	219	210	14	781	839	10
69	64	198	10	439	473	10
70	390	249	21	598	649	10
71	9	101	16	1181	1222	10
72	424	288	13	1409	1464	10
73	77	372	19	1130	1170	10
74	298	264	36	802	865	10
75	405	454	11	1030	1055	10
76	407	35	11	1596	1646	10
77	225	369	38	779	816	10
78	347	459	25	937	1016	10
79	117	178	28	1711	1763	10
80	132	479	11	1500	1561	10
81	201	66	14	644	701	10
82	245	176	20	1800	1840	10
83	470	138	16	739	765	10
84	115	296	24	552	599	10
85	348	476	19	690	753	10
86	43	210	20	1383	1424	10
87	327	139	13	1399	1468	10
88	49	353	15	1576	1670	10
89	356	256	19	1087	1154	10
90	335	99	25	752	801	10
91	363	34	19	1476	1512	10
92	33	278	18	1573	1648	10
93	366	288	29	1354	1388	10
94	452	172	9	1266	1350	10
95	86	189	21	1082	1168	10
96	262	369	15	639	710	10
97	218	403	15	1692	1758	10
98	218	12	3	258	321	10
99	228	399	14	732	760	10
100	492	188	33	319	354	10
101	267	174	34	505	594	10
102	274	441	12	919	950	10
103	210	113	28	415	459	10
104	370	262	15	467	545	10
105	303	186	10	611	647	10
106	241	180	13	1273	1331	10
107	100	85	14	621	684	10
108	350	199	21	667	699	10
109	500	228	8	1587	1597	10
110	251	238	27	532	589	10
111	114	102	21	1289	1368	10
112	345	146	27	418	472	10
113	21	146	21	819	890	10
114	330	147	28	1741	1784	10
115	476	61	36	793	841	10
116	386	245	16	1390	1434	10
117	201	278	13	187	239	10
118	421	499	23	1265	1354	10
119	426	231	24	313	384	10
120	105	137	32	636	690	10
121	64	437	11	874	946	10
122	181	260	23	1520	1546	10
123	413	391	8	1049	1116	10
124	370	493	22	494	547	10
125	447	267	19	520	609	10
126	232	101	24	1072	1148	10
127	371	332	14	943	981	10
128	447	383	17	902	944	10
129	325	147	14	712	787	10
130	489	437	29	1386	1467	10
131	415	95	15	835	919	10
132	331	356	13	480	540	10
133	374	346	27	588	630	10
134	108	37	23	1508	1548	10
135	5	224	19	1550	1617	10
136	93	413	17	340	399	10
137	210	29	13	1459	1536	10
138	136	265	12	1548	1616	10
139	409	155	19	458	509	10
140	111	178	18	1145	1158	10
141	291	251	20	1770	1822	10
142	322	290	23	677	730	10
143	57	183	15	1634	1710	10
144	181	185	19	1555	1624	10
145	7	382	27	276	338	10
146	425	448	9	995	1055	10
147	174	41	15	757	827	10
148	161	276	8	1303	1380	10
149	398	49	21	1523	1558	10
150	210	379	12	1254	1346	10
151	60	231	32	1617	1668	10
152	453	360	13	702	748	10
153	367	97	17	1098	1151	10
154	488	3	3	1185	1264	10
155	44	115	24	1388	1461	10
156	48	293	22	1502	1575	10
157	64	135	11	231	250	10
158	65	62	15	1318	1365	10
159	404	207	6	1581	1620	10
160	68	303	22	498	558	10
161	263	418	25	1281	1312	10
162	147	30	26	1261	1283	10
163	384	149	18	835	904	10
164	340	416	36	989	1071	10
165	271	128	12	738	792	10
166	89	358	23	214	283	10
167	20	480	25	474	574	10
168	488	173	25	435	459	10
169	439	156	2	587	642	10
170	389	156	27	285	357	10
171	111	392	18	1280	1345	10
172	267	162	6	281	357	10
173	248	176	32	135	228	10
174	413	476	34	449	490	10
175	352	481	15	858	909	10
176	264	135	1	703	795	10
177	29	462	17	721	834	10
178	148	462	10	626	648	10
179	44	140	11	1619	1650	10
180	414	378	23	1197	1291	10
181	392	95	16	365	386	10
182	216	341	19	785	808	10
183	211	411	15	582	637	10
184	317	45	8	1349	1403	10
185	178	150	33	1099	1137	10
186	428	302	27	933	1022	10
187	450	45	24	371	434	10
188	453	318	30	472	541	10
189	186	135	24	183	257	10
190	11	403	18	859	922	10
191	433	447	20	1281	1351	10
192	272	420	7	836	900	10
193	429	59	9	265	393	10
194	200	27	22	1436	1525	10
195	498	171	12	586	623	10
196	487	320	21	611	713	10
197	45	166	22	1494	1562	10
198	490	276	33	597	676	10
199	126	391	19	1124	1192	10
200	92	18	8	332	443	10
201	293	228	19	346	436	10
202	343	205	26	1480	1557	10
203	182	480	31	806	871	10
204	385	285	13	1229	1289	10
205	44	344	12	285	356	10
206	170	347	15	1077	1124	10
207	457	492	7	1022	1075	10
208	124	448	6	843	904	10
209	398	210	31	1715	1761	10
210	75	118	21	1296	1367	10
211	105	474	27	742	787	10
212	134	211	35	478	517	10
213	211	248	26	1530	1626	10
214	212	186	11	458	507	10
215	492	335	10	905	953	10
216	497	483	12	1408	1427	10
217	440	436	18	1533	1594	10
218	311	203	15	1058	1144	10
219	491	369	28	1557	1634	10
220	67	378	26	347	428	10
221	383	17	15	384	452	10
222	7	82	25	863	904	10
223	342	319	36	1189	1266	10
224	78	406	15	330	442	10
225	103	123	8	797	891	10
226	241	38	16	212	281	10
227	224	3	10	704	765	10
228	436	467	12	811	897	10
229	438	488	18	1356	1366	10
230	351	60	15	625	684	10
231	13	214	21	1394	1474	10
232	429	67	16	593	665	10
233	498	456	27	829	907	10
234	135	400	20	1341	1394	10
235	215	293	13	1637	1667	10
236	354	416	10	847	874	10
237	294	421	26	654	733	10
238	208	445	22	968	1033	10
239	230	320	8	1050	1100	10
240	157	38	3	707	755	10
241	441	100	31	1103	1178	10
242	61	170	20	1094	1132	10
243	79	467	22	571	628	10
244	365	190	22	447	490	10
245	282	1	18	251	347	10
246	124	111	15	1519	1571	10
247	247	219	17	364	423	10
248	28	180	34	1154	1182	10
249	167	488	17	1031	1080	10
250	442	289	25	1151	1180	10
251	136	430	14	1008	1028	10
252	38	15	3	587	636	10
253	246	314	36	856	885	10
254	176	200	17	1217	1273	10
255	337	232	2	981	997	10
256	257	133	19	1083	1160	10
257	295	247	12	1068	1128	10
258	39	162	18	460	536	10
259	79	257	26	448	506	10
260	236	126	23	124	194	10
261	259	498	33	1407	1482	10
262	180	162	9	1617	1671	10
263	53	466	9	1328	1389	10
264	167	291	27	1412	1445	10
265	89	185	16	344	400	10
266	487	446	9	562	622	10
267	308	199	14	741	794	10
268	481	84	17	1251	1326	10
269	495	227	20	260	342	10
270	397	57	17	1096	1166	10
271	372	39	10	1570	1632	10
272	278	450	29	1073	1136	10
273	292	32	14	617	693	10
274	90	496	13	706	787	10
275	68	53	16	1037	1110	10
276	371	423	10	1216	1266	10
277	273	149	14	568	647	10
278	297	283	28	160	237	10
279	120	37	28	705	717	10
280	371	488	10	1325	1414	10
281	206	174	14	138	213	10
282	174	347	3	1244	1314	10
283	330	281	14	1317	1394	10
284	67	451	5	521	560	10
285	27	464	21	1129	1166	10
286	361	178	5	606	640	10
287	463	406	23	907	965	10
288	456	157	20	726	777	10
