r1_10_1_100_norm120-30_9

VEHICLE
NUMBER	CAPACITY	WORLD_RECORD
250	200	250


CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

0	250	250	0	0	1925	0
1	171	34	21	362	502	10
2	67	190	25	1027	1118	10
3	80	400	10	885	993	10
4	439	237	11	904	1021	10
5	377	385	6	1006	1104	10
6	449	428	25	571	652	10
7	342	481	18	1210	1339	10
8	466	149	16	1131	1247	10
9	83	290	14	171	262	10
10	251	63	14	713	824	10
11	328	491	21	1014	1090	10
12	260	472	33	222	343	10
13	290	145	5	1661	1802	10
14	266	221	9	763	866	10
15	164	320	12	1652	1804	10
16	52	412	22	1217	1334	10
17	485	104	21	527	630	10
18	144	331	13	1510	1634	10
19	387	394	8	1394	1576	10
20	472	57	17	1508	1524	10
21	343	276	15	875	963	10
22	104	349	20	1129	1250	10
23	28	467	34	927	1031	10
24	91	427	14	273	405	10
25	429	476	23	890	1043	10
26	210	276	5	271	370	10
27	58	39	12	1006	1098	10
28	273	300	30	87	267	10
29	41	232	16	373	501	10
30	25	53	23	591	669	10
31	52	18	28	1415	1524	10
32	27	444	22	986	1084	10
33	178	72	23	702	806	10
34	406	460	2	1486	1628	10
35	250	328	24	1421	1548	10
36	492	34	5	715	867	10
37	412	100	1	1343	1433	10
38	233	87	18	684	789	10
39	60	5	18	511	587	10
40	406	408	15	1186	1303	10
41	245	42	24	1311	1443	10
42	166	345	14	1386	1514	10
43	440	294	16	1482	1576	10
44	370	382	11	199	291	10
45	32	319	21	973	1081	10
46	480	136	22	1278	1447	10
47	371	163	21	506	668	10
48	0	188	26	1020	1135	10
49	438	5	18	381	539	10
50	132	477	25	795	967	10
51	203	211	20	742	827	10
52	2	264	40	411	564	10
53	231	167	15	1157	1238	10
54	423	221	9	1607	1739	10
55	459	53	20	697	781	10
56	386	154	31	650	739	10
57	130	494	6	764	824	10
58	31	175	24	570	713	10
59	69	423	32	747	841	10
60	352	241	5	223	349	10
61	261	201	15	1232	1338	10
62	59	276	11	333	442	10
63	146	188	6	1337	1481	10
64	451	62	5	539	648	10
65	299	285	3	227	333	10
66	142	372	18	433	585	10
67	440	201	29	576	649	10
68	219	210	14	1044	1138	10
69	64	198	10	1023	1190	10
70	390	249	21	993	1160	10
71	9	101	16	1197	1290	10
72	424	288	13	408	531	10
73	77	372	19	951	1066	10
74	298	264	36	940	1085	10
75	405	454	11	1014	1132	10
76	407	35	11	1517	1648	10
77	225	369	38	1648	1727	10
78	347	459	25	1191	1338	10
79	117	178	28	1165	1339	10
80	132	479	11	786	874	10
81	201	66	14	302	432	10
82	245	176	20	148	245	10
83	470	138	16	1537	1652	10
84	115	296	24	1229	1329	10
85	348	476	19	1563	1646	10
86	43	210	20	706	834	10
87	327	139	13	1171	1351	10
88	49	353	15	419	550	10
89	356	256	19	1355	1467	10
90	335	99	25	1435	1565	10
91	363	34	19	609	739	10
92	33	278	18	774	876	10
93	366	288	29	1436	1556	10
94	452	172	9	246	382	10
95	86	189	21	1604	1697	10
96	262	369	15	333	435	10
97	218	403	15	1423	1524	10
98	218	12	3	1545	1674	10
99	228	399	14	1000	1094	10
100	492	188	33	617	738	10
101	267	174	34	150	216	10
102	274	441	12	1219	1372	10
103	210	113	28	1058	1152	10
104	370	262	15	1463	1575	10
105	303	186	10	1477	1573	10
106	241	180	13	1555	1713	10
107	100	85	14	897	1025	10
108	350	199	21	381	534	10
109	500	228	8	1351	1395	10
