r1_10_1_100_10_4

VEHICLE
NUMBER	CAPACITY	WORLD_RECORD
250	200	250


CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

0	250	250	0	0	1925	0
1	171	34	21	650	660	10
2	67	190	25	1445	1455	10
3	80	400	10	977	987	10
4	439	237	11	331	341	10
5	377	385	6	885	895	10
6	449	428	25	1502	1512	10
7	342	481	18	1648	1658	10
8	466	149	16	400	410	10
9	83	290	14	302	312	10
10	251	63	14	432	442	10
11	328	491	21	688	698	10
12	260	472	33	1511	1521	10
13	290	145	5	825	835	10
14	266	221	9	1769	1779	10
15	164	320	12	1733	1743	10
16	52	412	22	1481	1491	10
17	485	104	21	968	978	10
18	144	331	13	1413	1423	10
19	387	394	8	976	986	10
20	472	57	17	1250	1260	10
21	343	276	15	1718	1728	10
22	104	349	20	301	311	10
23	28	467	34	928	938	10
24	91	427	14	536	546	10
25	429	476	23	896	906	10
26	210	276	5	552	562	10
27	58	39	12	1123	1133	10
28	273	300	30	1181	1191	10
29	41	232	16	1303	1313	10
30	25	53	23	1333	1343	10
31	52	18	28	1142	1152	10
32	27	444	22	1517	1527	10
33	178	72	23	1143	1153	10
34	406	460	2	819	829	10
35	250	328	24	1600	1610	10
36	492	34	5	1552	1562	10
37	412	100	1	1157	1167	10
38	233	87	18	324	334	10
39	60	5	18	692	702	10
40	406	408	15	467	477	10
41	245	42	24	299	309	10
42	166	345	14	225	235	10
43	440	294	16	1521	1531	10
44	370	382	11	1374	1384	10
45	32	319	21	398	408	10
46	480	136	22	727	737	10
47	371	163	21	215	225	10
48	0	188	26	1014	1024	10
49	438	5	18	662	672	10
50	132	477	25	597	607	10
51	203	211	20	1693	1703	10
52	2	264	40	1327	1337	10
53	231	167	15	311	321	10
54	423	221	9	715	725	10
55	459	53	20	1119	1129	10
56	386	154	31	891	901	10
57	130	494	6	1599	1609	10
58	31	175	24	961	971	10
59	69	423	32	1065	1075	10
60	352	241	5	1297	1307	10
61	261	201	15	1127	1137	10
62	59	276	11	1167	1177	10
63	146	188	6	1037	1047	10
64	451	62	5	1243	1253	10
65	299	285	3	1243	1253	10
66	142	372	18	279	289	10
67	440	201	29	1222	1232	10
68	219	210	14	1135	1145	10
69	64	198	10	394	404	10
70	390	249	21	1641	1651	10
71	9	101	16	309	319	10
72	424	288	13	326	336	10
73	77	372	19	630	640	10
74	298	264	36	343	353	10
75	405	454	11	1315	1325	10
76	407	35	11	665	675	10
77	225	369	38	1318	1328	10
78	347	459	25	300	310	10
79	117	178	28	470	480	10
80	132	479	11	1317	1327	10
81	201	66	14	1063	1073	10
82	245	176	20	328	338	10
83	470	138	16	420	430	10
84	115	296	24	643	653	10
85	348	476	19	1373	1383	10
86	43	210	20	573	583	10
87	327	139	13	1015	1025	10
88	49	353	15	1028	1038	10
89	356	256	19	766	776	10
90	335	99	25	823	833	10
91	363	34	19	772	782	10
92	33	278	18	249	259	10
93	366	288	29	1341	1351	10
94	452	172	9	1413	1423	10
95	86	189	21	1423	1433	10
96	262	369	15	1058	1068	10
97	218	403	15	824	834	10
98	218	12	3	862	872	10
99	228	399	14	1389	1399	10
100	492	188	33	1077	1087	10
101	267	174	34	1324	1334	10
102	274	441	12	877	887	10
103	210	113	28	1260	1270	10
104	370	262	15	699	709	10
105	303	186	10	1104	1114	10
106	241	180	13	1086	1096	10
107	100	85	14	393	403	10
108	350	199	21	1707	1717	10
109	500	228	8	910	920	10
110	251	238	27	428	438	10
