r1_10_1_50_30_8

VEHICLE
NUMBER	CAPACITY	WORLD_RECORD
250	200	250


CUSTOMER
CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

0	250	250	0	0	1925	0
1	171	34	21	1630	1660	10
2	67	190	25	969	999	10
3	80	400	10	1410	1440	10
4	439	237	11	0	1725	10
5	377	385	6	1536	1566	10
6	449	428	25	0	1648	10
7	342	481	18	0	1666	10
8	466	149	16	468	498	10
9	83	290	14	1620	1650	10
10	251	63	14	0	1727	10
11	328	491	21	0	1661	10
12	260	472	33	692	722	10
13	290	145	5	1107	1137	10
14	266	221	9	757	787	10
15	164	320	12	530	560	10
16	52	412	22	1357	1387	10
17	485	104	21	789	819	10
18	144	331	13	1046	1076	10
19	387	394	8	0	1716	10
20	472	57	17	0	1620	10
21	343	276	15	1288	1318	10
22	104	349	20	1212	1242	10
23	28	467	34	1453	1483	10
24	91	427	14	811	841	10
25	429	476	23	334	364	10
26	210	276	5	0	1867	10
27	58	39	12	0	1629	10
28	273	300	30	72	102	10
29	41	232	16	0	1705	10
30	25	53	23	1077	1107	10
31	52	18	28	0	1609	10
32	27	444	22	0	1619	10
33	178	72	23	443	473	10
34	406	460	2	0	1653	10
35	250	328	24	0	1837	10
36	492	34	5	1395	1425	10
37	412	100	1	1559	1589	10
38	233	87	18	0	1751	10
39	60	5	18	0	1604	10
40	406	408	15	0	1692	10
41	245	42	24	0	1706	10
42	166	345	14	0	1788	10
43	440	294	16	0	1719	10
44	370	382	11	1095	1125	10
45	32	319	21	725	755	10
46	480	136	22	0	1658	10
47	371	163	21	241	271	10
48	0	188	26	830	860	10
49	438	5	18	1429	1459	10
50	132	477	25	1168	1198	10
51	203	211	20	0	1853	10
52	2	264	40	820	850	10
53	231	167	15	1055	1085	10
54	423	221	9	0	1739	10
55	459	53	20	1597	1627	10
56	386	154	31	1418	1448	10
57	130	494	6	762	792	10
58	31	175	24	1372	1402	10
59	69	423	32	0	1664	10
60	352	241	5	433	463	10
61	261	201	15	1546	1576	10
62	59	276	11	0	1722	10
63	146	188	6	0	1793	10
64	451	62	5	0	1639	10
65	299	285	3	0	1854	10
66	142	372	18	1360	1390	10
67	440	201	29	411	441	10
68	219	210	14	0	1864	10
69	64	198	10	477	507	10
70	390	249	21	1214	1244	10
71	9	101	16	0	1631	10
72	424	288	13	0	1736	10
73	77	372	19	1350	1380	10
74	298	264	36	1574	1604	10
75	405	454	11	348	378	10
76	407	35	11	0	1648	10
77	225	369	38	0	1793	10
78	347	459	25	1374	1404	10
79	117	178	28	0	1763	10
80	132	479	11	1615	1645	10
81	201	66	14	0	1724	10
82	245	176	20	0	1840	10
83	470	138	16	1611	1641	10
84	115	296	24	1531	1561	10
85	348	476	19	1337	1367	10
86	43	210	20	594	624	10
87	327	139	13	0	1779	10
88	49	353	15	0	1689	10
89	356	256	19	115	145	10
90	335	99	25	1643	1673	10
91	363	34	19	0	1671	10
92	33	278	18	0	1696	10
93	366	288	29	0	1792	10
94	452	172	9	0	1698	10
95	86	189	21	1676	1706	10
96	262	369	15	0	1795	10
97	218	403	15	0	1758	10
98	218	12	3	1469	1499	10
99	228	399	14	1025	1055	10
100	492	188	33	0	1665	10
101	267	174	34	0	1837	10
102	274	441	12	0	1722	10
